# Atmospheric Carbon Dioxide Record from Mauna Loa (1958-2008)
# Keeling, R. F., Piper, S. C., Bollenbacher, A. F., and Walker, J. S. Atmospheric Carbon Dioxide Record from Mauna Loa (1958-2008). United States: N. p., 2009. Web. doi:10.3334/CDIAC/atg.035.
# Year CO2_PPMV
1.977583333333333258e+03 3.327500000000000000e+02
1.977666666666666742e+03 3.315899999999999750e+02
1.977750000000000000e+03 3.311600000000000250e+02
1.977833333333333258e+03 3.323999999999999773e+02
1.977916666666666742e+03 3.338500000000000227e+02
1.978000000000000000e+03 3.349700000000000273e+02
1.978083333333333258e+03 3.353899999999999864e+02
1.978166666666666742e+03 3.366399999999999864e+02
1.978250000000000000e+03 3.377599999999999909e+02
1.978333333333333258e+03 3.380099999999999909e+02
1.978416666666666742e+03 3.378899999999999864e+02
1.978500000000000000e+03 3.365400000000000205e+02
1.978583333333333258e+03 3.346800000000000068e+02
1.978666666666666742e+03 3.327599999999999909e+02
1.978750000000000000e+03 3.325500000000000114e+02
1.978833333333333258e+03 3.339200000000000159e+02
1.978916666666666742e+03 3.349499999999999886e+02
1.979000000000000000e+03 3.362300000000000182e+02
1.979083333333333258e+03 3.367599999999999909e+02
1.979166666666666742e+03 3.379599999999999795e+02
1.979250000000000000e+03 3.388899999999999864e+02
1.979333333333333258e+03 3.394700000000000273e+02
1.979416666666666742e+03 3.392900000000000205e+02
1.979500000000000000e+03 3.377300000000000182e+02
1.979583333333333258e+03 3.360899999999999750e+02
1.979666666666666742e+03 3.339100000000000250e+02
1.979750000000000000e+03 3.338600000000000136e+02
1.979833333333333258e+03 3.352900000000000205e+02
1.979916666666666742e+03 3.367300000000000182e+02
1.980000000000000000e+03 3.380099999999999909e+02
1.980083333333333258e+03 3.383600000000000136e+02
1.980166666666666742e+03 3.400799999999999841e+02
1.980250000000000000e+03 3.407699999999999818e+02
1.980333333333333258e+03 3.414599999999999795e+02
1.980416666666666742e+03 3.411700000000000159e+02
1.980500000000000000e+03 3.395600000000000023e+02
1.980583333333333258e+03 3.376000000000000227e+02
1.980666666666666742e+03 3.358799999999999955e+02
1.980750000000000000e+03 3.360199999999999818e+02
1.980833333333333258e+03 3.371000000000000227e+02
1.980916666666666742e+03 3.382099999999999795e+02
1.981000000000000000e+03 3.392300000000000182e+02
1.981083333333333258e+03 3.404700000000000273e+02
1.981166666666666742e+03 3.413799999999999955e+02
1.981250000000000000e+03 3.425099999999999909e+02
1.981333333333333258e+03 3.429100000000000250e+02
1.981416666666666742e+03 3.422500000000000000e+02
1.981500000000000000e+03 3.404900000000000091e+02
1.981583333333333258e+03 3.384300000000000068e+02
1.981666666666666742e+03 3.366899999999999977e+02
1.981750000000000000e+03 3.368600000000000136e+02
1.981833333333333258e+03 3.383600000000000136e+02
1.981916666666666742e+03 3.396100000000000136e+02
1.982000000000000000e+03 3.407500000000000000e+02
1.982083333333333258e+03 3.416100000000000136e+02
1.982166666666666742e+03 3.426999999999999886e+02
1.982250000000000000e+03 3.435699999999999932e+02
1.982333333333333258e+03 3.441299999999999955e+02
1.982416666666666742e+03 3.433500000000000227e+02
1.982500000000000000e+03 3.420600000000000023e+02
1.982583333333333258e+03 3.398100000000000023e+02
1.982666666666666742e+03 3.379800000000000182e+02
1.982750000000000000e+03 3.378600000000000136e+02
1.982833333333333258e+03 3.392599999999999909e+02
1.982916666666666742e+03 3.404900000000000091e+02
1.983000000000000000e+03 3.413700000000000045e+02
1.983083333333333258e+03 3.425199999999999818e+02
1.983166666666666742e+03 3.431000000000000227e+02
1.983250000000000000e+03 3.449399999999999977e+02
1.983333333333333258e+03 3.457500000000000000e+02
1.983416666666666742e+03 3.453199999999999932e+02
1.983500000000000000e+03 3.439900000000000091e+02
1.983583333333333258e+03 3.423899999999999864e+02
1.983666666666666742e+03 3.398600000000000136e+02
1.983750000000000000e+03 3.399900000000000091e+02
1.983833333333333258e+03 3.411499999999999773e+02
1.983916666666666742e+03 3.429900000000000091e+02
1.984000000000000000e+03 3.436999999999999886e+02
1.984083333333333258e+03 3.445000000000000000e+02
1.984166666666666742e+03 3.452799999999999727e+02
1.984250000000000000e+03 3.470799999999999841e+02
1.984333333333333258e+03 3.474300000000000068e+02
1.984416666666666742e+03 3.467900000000000205e+02
1.984500000000000000e+03 3.453999999999999773e+02
1.984583333333333258e+03 3.432799999999999727e+02
1.984666666666666742e+03 3.410699999999999932e+02
1.984750000000000000e+03 3.413500000000000227e+02
1.984833333333333258e+03 3.429800000000000182e+02
1.984916666666666742e+03 3.442200000000000273e+02
1.985000000000000000e+03 3.449700000000000273e+02
1.985083333333333258e+03 3.460000000000000000e+02
1.985166666666666742e+03 3.474300000000000068e+02
1.985250000000000000e+03 3.483500000000000227e+02
1.985333333333333258e+03 3.489300000000000068e+02
1.985416666666666742e+03 3.482500000000000000e+02
1.985500000000000000e+03 3.465600000000000023e+02
1.985583333333333258e+03 3.446800000000000068e+02
1.985666666666666742e+03 3.430899999999999750e+02
1.985750000000000000e+03 3.428000000000000114e+02
1.985833333333333258e+03 3.442400000000000091e+02
1.985916666666666742e+03 3.455500000000000114e+02
1.986000000000000000e+03 3.463000000000000114e+02
1.986083333333333258e+03 3.469599999999999795e+02
1.986166666666666742e+03 3.478600000000000136e+02
1.986250000000000000e+03 3.495500000000000114e+02
1.986333333333333258e+03 3.502099999999999795e+02
1.986416666666666742e+03 3.495400000000000205e+02
1.986500000000000000e+03 3.479399999999999977e+02
1.986583333333333258e+03 3.458999999999999773e+02
1.986666666666666742e+03 3.448500000000000227e+02
1.986750000000000000e+03 3.441700000000000159e+02
1.986833333333333258e+03 3.456600000000000250e+02
1.986916666666666742e+03 3.468999999999999773e+02
1.987000000000000000e+03 3.480199999999999818e+02
1.987083333333333258e+03 3.484700000000000273e+02
1.987166666666666742e+03 3.494200000000000159e+02
1.987250000000000000e+03 3.509900000000000091e+02
1.987333333333333258e+03 3.518399999999999750e+02
1.987416666666666742e+03 3.512500000000000000e+02
1.987500000000000000e+03 3.495199999999999818e+02
1.987583333333333258e+03 3.481000000000000227e+02
1.987666666666666742e+03 3.464499999999999886e+02
1.987750000000000000e+03 3.463600000000000136e+02
1.987833333333333258e+03 3.478100000000000023e+02
1.987916666666666742e+03 3.489599999999999795e+02
1.988000000000000000e+03 3.504300000000000068e+02
1.988083333333333258e+03 3.517300000000000182e+02
1.988166666666666742e+03 3.522200000000000273e+02
1.988250000000000000e+03 3.535899999999999750e+02
1.988333333333333258e+03 3.542200000000000273e+02
1.988416666666666742e+03 3.537900000000000205e+02
1.988500000000000000e+03 3.523799999999999955e+02
1.988583333333333258e+03 3.504300000000000068e+02
1.988666666666666742e+03 3.487200000000000273e+02
1.988750000000000000e+03 3.488799999999999955e+02
1.988833333333333258e+03 3.500699999999999932e+02
1.988916666666666742e+03 3.513399999999999750e+02
1.989000000000000000e+03 3.527599999999999909e+02
1.989083333333333258e+03 3.530699999999999932e+02
1.989166666666666742e+03 3.536800000000000068e+02
1.989250000000000000e+03 3.554200000000000159e+02
1.989333333333333258e+03 3.556700000000000159e+02
1.989416666666666742e+03 3.551299999999999955e+02
1.989500000000000000e+03 3.538999999999999773e+02
1.989583333333333258e+03 3.516700000000000159e+02
1.989666666666666742e+03 3.498000000000000114e+02
1.989750000000000000e+03 3.499900000000000091e+02
1.989833333333333258e+03 3.512900000000000205e+02
1.989916666666666742e+03 3.525199999999999818e+02
1.990000000000000000e+03 3.536600000000000250e+02
1.990083333333333258e+03 3.546999999999999886e+02
1.990166666666666742e+03 3.553899999999999864e+02
1.990250000000000000e+03 3.561999999999999886e+02
1.990333333333333258e+03 3.571600000000000250e+02
1.990416666666666742e+03 3.562300000000000182e+02
1.990500000000000000e+03 3.548199999999999932e+02
1.990583333333333258e+03 3.529100000000000250e+02
1.990666666666666742e+03 3.509599999999999795e+02
1.990750000000000000e+03 3.511800000000000068e+02
1.990833333333333258e+03 3.528299999999999841e+02
1.990916666666666742e+03 3.542099999999999795e+02
1.991000000000000000e+03 3.547200000000000273e+02
1.991083333333333258e+03 3.557500000000000000e+02
1.991166666666666742e+03 3.571600000000000250e+02
1.991250000000000000e+03 3.586000000000000227e+02
1.991333333333333258e+03 3.593299999999999841e+02
1.991416666666666742e+03 3.582400000000000091e+02
1.991500000000000000e+03 3.561700000000000159e+02
1.991583333333333258e+03 3.540199999999999818e+02
1.991666666666666742e+03 3.521499999999999773e+02
1.991750000000000000e+03 3.522099999999999795e+02
1.991833333333333258e+03 3.537500000000000000e+02
1.991916666666666742e+03 3.549900000000000091e+02
1.992000000000000000e+03 3.559800000000000182e+02
1.992083333333333258e+03 3.567200000000000273e+02
1.992166666666666742e+03 3.578100000000000023e+02
1.992250000000000000e+03 3.591499999999999773e+02
1.992333333333333258e+03 3.596600000000000250e+02
1.992416666666666742e+03 3.592500000000000000e+02
1.992500000000000000e+03 3.570199999999999818e+02
1.992583333333333258e+03 3.550000000000000000e+02
1.992666666666666742e+03 3.530099999999999909e+02
1.992750000000000000e+03 3.533100000000000023e+02
1.992833333333333258e+03 3.541600000000000250e+02
1.992916666666666742e+03 3.553999999999999773e+02
1.993000000000000000e+03 3.566999999999999886e+02
1.993083333333333258e+03 3.571600000000000250e+02
1.993166666666666742e+03 3.583799999999999955e+02
1.993250000000000000e+03 3.594599999999999795e+02
1.993333333333333258e+03 3.602799999999999727e+02
1.993416666666666742e+03 3.596000000000000227e+02
1.993500000000000000e+03 3.575699999999999932e+02
1.993583333333333258e+03 3.555199999999999818e+02
1.993666666666666742e+03 3.536899999999999977e+02
1.993750000000000000e+03 3.539900000000000091e+02
1.993833333333333258e+03 3.553399999999999750e+02
1.993916666666666742e+03 3.568000000000000114e+02
1.994000000000000000e+03 3.583700000000000045e+02
1.994083333333333258e+03 3.589100000000000250e+02
1.994166666666666742e+03 3.599700000000000273e+02
1.994250000000000000e+03 3.612599999999999909e+02
1.994333333333333258e+03 3.616800000000000068e+02
1.994416666666666742e+03 3.609499999999999886e+02
1.994500000000000000e+03 3.595500000000000114e+02
1.994583333333333258e+03 3.574800000000000182e+02
1.994666666666666742e+03 3.558399999999999750e+02
1.994750000000000000e+03 3.559900000000000091e+02
1.994833333333333258e+03 3.575799999999999841e+02
1.994916666666666742e+03 3.590400000000000205e+02
1.995000000000000000e+03 3.599700000000000273e+02
1.995083333333333258e+03 3.610000000000000000e+02
1.995166666666666742e+03 3.616399999999999864e+02
1.995250000000000000e+03 3.634499999999999886e+02
1.995333333333333258e+03 3.637900000000000205e+02
1.995416666666666742e+03 3.632599999999999909e+02
1.995500000000000000e+03 3.618999999999999773e+02
1.995583333333333258e+03 3.594599999999999795e+02
1.995666666666666742e+03 3.580500000000000114e+02
1.995750000000000000e+03 3.577599999999999909e+02
1.995833333333333258e+03 3.595600000000000023e+02
1.995916666666666742e+03 3.606999999999999886e+02
1.996000000000000000e+03 3.620500000000000114e+02
1.996083333333333258e+03 3.632500000000000000e+02
1.996166666666666742e+03 3.640199999999999818e+02
1.996250000000000000e+03 3.647200000000000273e+02
1.996333333333333258e+03 3.654100000000000250e+02
1.996416666666666742e+03 3.649700000000000273e+02
1.996500000000000000e+03 3.636499999999999773e+02
1.996583333333333258e+03 3.614800000000000182e+02
1.996666666666666742e+03 3.594499999999999886e+02
1.996750000000000000e+03 3.596000000000000227e+02
1.996833333333333258e+03 3.607599999999999909e+02
1.996916666666666742e+03 3.623299999999999841e+02
1.997000000000000000e+03 3.631800000000000068e+02
1.997083333333333258e+03 3.640000000000000000e+02
1.997166666666666742e+03 3.645600000000000023e+02
1.997250000000000000e+03 3.663500000000000227e+02
1.997333333333333258e+03 3.667900000000000205e+02
1.997416666666666742e+03 3.656200000000000045e+02
1.997500000000000000e+03 3.644700000000000273e+02
1.997583333333333258e+03 3.625099999999999909e+02
1.997666666666666742e+03 3.601899999999999977e+02
1.997750000000000000e+03 3.607699999999999818e+02
1.997833333333333258e+03 3.624300000000000068e+02
1.997916666666666742e+03 3.642799999999999727e+02
1.998000000000000000e+03 3.653299999999999841e+02
1.998083333333333258e+03 3.661499999999999773e+02
1.998166666666666742e+03 3.673100000000000023e+02
1.998250000000000000e+03 3.686100000000000136e+02
1.998333333333333258e+03 3.693000000000000114e+02
1.998416666666666742e+03 3.688700000000000045e+02
1.998500000000000000e+03 3.676399999999999864e+02
1.998583333333333258e+03 3.657699999999999818e+02
1.998666666666666742e+03 3.638999999999999773e+02
1.998750000000000000e+03 3.642300000000000182e+02
1.998833333333333258e+03 3.654599999999999795e+02
1.998916666666666742e+03 3.669700000000000273e+02
1.999000000000000000e+03 3.681499999999999773e+02
1.999083333333333258e+03 3.688700000000000045e+02
1.999166666666666742e+03 3.695899999999999750e+02
1.999250000000000000e+03 3.711399999999999864e+02
1.999333333333333258e+03 3.710000000000000000e+02
1.999416666666666742e+03 3.703500000000000227e+02
1.999500000000000000e+03 3.692699999999999818e+02
1.999583333333333258e+03 3.669300000000000068e+02
1.999666666666666742e+03 3.646299999999999955e+02
1.999750000000000000e+03 3.651299999999999955e+02
1.999833333333333258e+03 3.666700000000000159e+02
1.999916666666666742e+03 3.680099999999999909e+02
2.000000000000000000e+03 3.691399999999999864e+02
2.000083333333333258e+03 3.694599999999999795e+02
2.000166666666666742e+03 3.705199999999999818e+02
2.000250000000000000e+03 3.716600000000000250e+02
2.000333333333333258e+03 3.718199999999999932e+02
2.000416666666666742e+03 3.716999999999999886e+02
2.000500000000000000e+03 3.701200000000000045e+02
2.000583333333333258e+03 3.681200000000000045e+02
2.000666666666666742e+03 3.666200000000000045e+02
2.000750000000000000e+03 3.667300000000000182e+02
2.000833333333333258e+03 3.682900000000000205e+02
2.000916666666666742e+03 3.695299999999999727e+02
2.001000000000000000e+03 3.702799999999999727e+02
2.001083333333333258e+03 3.715000000000000000e+02
2.001166666666666742e+03 3.721200000000000045e+02
2.001250000000000000e+03 3.728700000000000045e+02
2.001333333333333258e+03 3.740199999999999818e+02
2.001416666666666742e+03 3.733000000000000114e+02
2.001500000000000000e+03 3.716200000000000045e+02
2.001583333333333258e+03 3.695500000000000114e+02
2.001666666666666742e+03 3.679599999999999795e+02
2.001750000000000000e+03 3.680899999999999750e+02
2.001833333333333258e+03 3.696800000000000068e+02
2.001916666666666742e+03 3.712400000000000091e+02
2.002000000000000000e+03 3.724300000000000068e+02
2.002083333333333258e+03 3.730899999999999750e+02
2.002166666666666742e+03 3.735199999999999818e+02
2.002250000000000000e+03 3.748600000000000136e+02
2.002333333333333258e+03 3.755500000000000114e+02
2.002416666666666742e+03 3.754100000000000250e+02
2.002500000000000000e+03 3.740199999999999818e+02
2.002583333333333258e+03 3.714900000000000091e+02
2.002666666666666742e+03 3.706999999999999886e+02
2.002750000000000000e+03 3.702500000000000000e+02
2.002833333333333258e+03 3.720799999999999841e+02
2.002916666666666742e+03 3.737799999999999727e+02
2.003000000000000000e+03 3.746800000000000068e+02
2.003083333333333258e+03 3.756299999999999955e+02
2.003166666666666742e+03 3.761100000000000136e+02
2.003250000000000000e+03 3.776499999999999773e+02
2.003333333333333258e+03 3.783500000000000227e+02
2.003416666666666742e+03 3.781299999999999955e+02
2.003500000000000000e+03 3.766200000000000045e+02
2.003583333333333258e+03 3.745000000000000000e+02
2.003666666666666742e+03 3.729900000000000091e+02
2.003750000000000000e+03 3.730099999999999909e+02
2.003833333333333258e+03 3.743500000000000227e+02
2.003916666666666742e+03 3.756999999999999886e+02
2.004000000000000000e+03 3.767900000000000205e+02
2.004083333333333258e+03 3.773700000000000045e+02
2.004166666666666742e+03 3.784100000000000250e+02
2.004250000000000000e+03 3.805199999999999818e+02
2.004333333333333258e+03 3.806299999999999955e+02
2.004416666666666742e+03 3.795699999999999932e+02
2.004500000000000000e+03 3.777900000000000205e+02
2.004583333333333258e+03 3.758600000000000136e+02
2.004666666666666742e+03 3.740699999999999932e+02
2.004750000000000000e+03 3.742400000000000091e+02
2.004833333333333258e+03 3.758600000000000136e+02
2.004916666666666742e+03 3.774700000000000273e+02
2.005000000000000000e+03 3.783700000000000045e+02
2.005083333333333258e+03 3.796899999999999977e+02
2.005166666666666742e+03 3.804100000000000250e+02
2.005250000000000000e+03 3.821000000000000227e+02
2.005333333333333258e+03 3.822799999999999727e+02
2.005416666666666742e+03 3.821299999999999955e+02
2.005500000000000000e+03 3.806600000000000250e+02
2.005583333333333258e+03 3.787099999999999795e+02
2.005666666666666742e+03 3.764200000000000159e+02
2.005750000000000000e+03 3.768799999999999955e+02
2.005833333333333258e+03 3.783199999999999932e+02
